Strategy,Rules,Decision,Action A,Action B,Player Value,Dealer Upcard,Deviation TC,Total Hands,Notes
WongHalvesStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,42061094,
WongHalvesStrategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,19.5,566981511,
WongHalvesStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,19.0,144867322,
WongHalvesStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,11.0,527515882,
WongHalvesStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,12.5,101387493,
WongHalvesStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,12.5,130700966,
WongHalvesStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,-1.0,475475322,
WongHalvesStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,-0.5,91686925,
WongHalvesStrategy,S17,Hit_vs_Double,Double,Hit,9,2,4.0,77550304,
WongHalvesStrategy,S17,Hit_vs_Double,Double,Hit,9,7,19.5,75176986,
WongHalvesStrategy,S17,Hit_vs_Double,Double,Hit,10,10,21.0,314614607,
WongHalvesStrategy,S17,Hit_vs_Double,Double,Hit,10,11,21.0,58619147,
WongHalvesStrategy,S17,Hit_vs_Double,Double,Hit,11,11,11.0,67918865,
WongHalvesStrategy,S17,Hit_vs_Stand,Hit,Stand,12,2,21.0,184527881,
WongHalvesStrategy,S17,Hit_vs_Stand,Hit,Stand,12,3,19.0,194779073,
WongHalvesStrategy,S17,Hit_vs_Stand,Hit,Stand,13,2,0.5,186467209,
WongHalvesStrategy,S17,Hit_vs_Stand,Hit,Stand,13,3,0.0,171976459,
WongHalvesStrategy,S17,Hit_vs_Stand,Hit,Stand,15,10,21.0,529641259,
WongHalvesStrategy,S17,Hit_vs_Stand,Hit,Stand,16,10,12.5,477236207,
WongHalvesStrategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,21.0,2005334243,Consolidated across all player hands
WongHalvesStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,42253224,
WongHalvesStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,42225166,
WongHalvesStrategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,19.5,569227789,
WongHalvesStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,19.0,145434513,
WongHalvesStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,11.0,529641259,
WongHalvesStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,12.5,101732991,
WongHalvesStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,12.5,131212649,
WongHalvesStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,-1.0,477236207,
WongHalvesStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,-0.5,91968993,
ZenCountStrategy,H17,Hit_vs_Double,Double,Hit,9,2,1.0,76826966,
ZenCountStrategy,H17,Hit_vs_Double,Double,Hit,9,7,5.5,74484210,
ZenCountStrategy,H17,Hit_vs_Double,Double,Hit,10,10,4.5,311759096,
ZenCountStrategy,H17,Hit_vs_Double,Double,Hit,10,11,4.5,58113987,
ZenCountStrategy,H17,Hit_vs_Double,Double,Hit,11,11,0.0,67336877,
ZenCountStrategy,H17,Hit_vs_Stand,Hit,Stand,12,2,5.0,182878668,
ZenCountStrategy,H17,Hit_vs_Stand,Hit,Stand,12,3,2.5,192985087,
ZenCountStrategy,H17,Hit_vs_Stand,Hit,Stand,13,2,-1.0,184776732,
ZenCountStrategy,H17,Hit_vs_Stand,Hit,Stand,13,3,-3.0,170401414,
ZenCountStrategy,H17,Hit_vs_Stand,Hit,Stand,15,10,4.5,524977021,
ZenCountStrategy,H17,Hit_vs_Stand,Hit,Stand,16,10,1.0,473114020,
ZenCountStrategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,4.0,1988537185,Consolidated across all player hands
ZenCountStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,41877886,
ZenCountStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,41867534,
ZenCountStrategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,4.0,564208419,
ZenCountStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,3.5,144119833,
ZenCountStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,-0.5,524977021,
ZenCountStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,1.5,100860054,
ZenCountStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,0.5,130032976,
ZenCountStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,-4.5,473114020,
ZenCountStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,-3.0,91199283,
ZenCountStrategy,S17,Hit_vs_Double,Double,Hit,9,2,1.0,77134544,
ZenCountStrategy,S17,Hit_vs_Double,Double,Hit,9,7,5.5,74762711,
ZenCountStrategy,S17,Hit_vs_Double,Double,Hit,10,10,4.5,312954696,
ZenCountStrategy,S17,Hit_vs_Double,Double,Hit,10,11,4.5,58303024,
ZenCountStrategy,S17,Hit_vs_Double,Double,Hit,11,11,0.0,67542320,
ZenCountStrategy,S17,Hit_vs_Stand,Hit,Stand,12,2,5.0,183567098,
ZenCountStrategy,S17,Hit_vs_Stand,Hit,Stand,12,3,2.5,193730052,
ZenCountStrategy,S17,Hit_vs_Stand,Hit,Stand,13,2,-1.0,185506741,
ZenCountStrategy,S17,Hit_vs_Stand,Hit,Stand,13,3,-3.0,171060434,
ZenCountStrategy,S17,Hit_vs_Stand,Hit,Stand,15,10,4.5,527021079,
ZenCountStrategy,S17,Hit_vs_Stand,Hit,Stand,16,10,1.0,474930050,
ZenCountStrategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,4.0,1995137192,Consolidated across all player hands
ZenCountStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,42058724,
ZenCountStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,42009565,
ZenCountStrategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,4.0,566417981,
ZenCountStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,3.5,144672740,
ZenCountStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,-0.5,527021079,
ZenCountStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,1.5,101202239,
ZenCountStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,1.0,130505276,
ZenCountStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,-4.5,474930050,
ZenCountStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,-3.0,91484742,
