end_bankroll,end_profit,min_bankroll,max_drawdown,ruin_occurred,shoes_used,hands_used,total_wagered
687.5,-312.5,237.5,675.0,False,10,433,18875.0
1712.5,712.5,1000.0,725.0,False,10,433,16200.0
2112.5,1112.5,750.0,550.0,False,10,431,19825.0
-25.0,-1025.0,-25.0,550.0,True,10,407,14475.0
325.0,-675.0,62.5,812.5,False,10,425,18250.0
1900.0,900.0,787.5,475.0,False,10,435,15850.0
-187.5,-1187.5,-187.5,950.0,True,3,121,6800.0
1162.5,162.5,500.0,1100.0,False,10,430,19175.0
12.5,-987.5,12.5,700.0,True,5,207,8100.0
3075.0,2075.0,862.5,325.0,False,10,431,15975.0
1312.5,312.5,750.0,450.0,False,10,427,16425.0
-75.0,-1075.0,-75.0,700.0,True,9,359,16462.5
12.5,-987.5,12.5,1000.0,True,9,371,16700.0
-100.0,-1100.0,-100.0,975.0,True,3,117,5075.0
0.0,-1000.0,0.0,1200.0,True,6,231,9275.0
912.5,-87.5,662.5,1400.0,False,10,429,19675.0
0.0,-1000.0,0.0,975.0,True,2,80,3375.0
-37.5,-1037.5,-37.5,1550.0,True,2,83,5325.0
2387.5,1387.5,950.0,675.0,False,10,424,22225.0
850.0,-150.0,400.0,775.0,False,10,432,17975.0
2675.0,1675.0,500.0,1025.0,False,10,429,16500.0
-12.5,-1012.5,-12.5,725.0,True,6,230,10712.5
-37.5,-1037.5,-37.5,725.0,True,4,168,7700.0
0.0,-1000.0,0.0,700.0,True,7,270,11450.0
3362.5,2362.5,1000.0,1025.0,False,10,426,21100.0
2425.0,1425.0,925.0,400.0,False,10,430,15375.0
2462.5,1462.5,950.0,1000.0,False,10,428,20300.0
12.5,-987.5,12.5,575.0,True,9,354,15450.0
-137.5,-1137.5,-137.5,1200.0,True,6,258,11350.0
1550.0,550.0,600.0,512.5,False,10,425,19175.0
12.5,-987.5,12.5,925.0,True,3,112,4175.0
1025.0,25.0,587.5,1425.0,False,10,437,19875.0
2087.5,1087.5,1000.0,587.5,False,10,432,14350.0
0.0,-1000.0,0.0,712.5,True,5,172,7262.5
0.0,-1000.0,0.0,350.0,True,7,288,8850.0
0.0,-1000.0,0.0,925.0,True,3,121,5075.0
0.0,-1000.0,0.0,475.0,True,4,151,4475.0
-175.0,-1175.0,-175.0,1412.5,True,9,391,14287.5
-12.5,-1012.5,-12.5,775.0,True,4,149,8025.0
0.0,-1000.0,0.0,600.0,True,9,350,12975.0
1450.0,450.0,637.5,475.0,False,10,437,18550.0
37.5,-962.5,25.0,1100.0,False,10,429,20412.5
-312.5,-1312.5,-312.5,1250.0,True,5,216,7425.0
3037.5,2037.5,925.0,550.0,False,10,424,19225.0
-62.5,-1062.5,-62.5,775.0,True,5,199,7575.0
-25.0,-1025.0,-25.0,725.0,True,6,241,11187.5
2425.0,1425.0,787.5,400.0,False,10,426,16525.0
-162.5,-1162.5,-162.5,1225.0,True,6,258,12362.5
1025.0,25.0,625.0,900.0,False,10,433,20125.0
1725.0,725.0,1000.0,887.5,False,10,429,19550.0
-175.0,-1175.0,-175.0,950.0,True,9,386,17475.0
12.5,-987.5,12.5,500.0,True,5,197,6250.0
1337.5,337.5,62.5,650.0,False,10,429,17825.0
-162.5,-1162.5,-162.5,1025.0,True,7,289,12150.0
2775.0,1775.0,462.5,900.0,False,10,428,27325.0
125.0,-875.0,100.0,1050.0,False,10,434,19050.0
-75.0,-1075.0,-75.0,1225.0,True,5,197,11875.0
575.0,-425.0,250.0,350.0,False,10,428,13312.5
1012.5,12.5,662.5,775.0,False,10,433,17700.0
4475.0,3475.0,712.5,900.0,False,10,427,24300.0
1612.5,612.5,375.0,975.0,False,10,436,19875.0
-175.0,-1175.0,-175.0,1125.0,True,4,163,9100.0
1237.5,237.5,450.0,550.0,False,10,430,15575.0
2362.5,1362.5,150.0,1387.5,False,10,429,25050.0
1225.0,225.0,25.0,575.0,False,10,428,19625.0
637.5,-362.5,150.0,875.0,False,10,437,15000.0
2050.0,1050.0,625.0,450.0,False,10,442,15800.0
1062.5,62.5,662.5,550.0,False,10,428,16887.5
-87.5,-1087.5,-87.5,1025.0,True,6,251,10150.0
2212.5,1212.5,62.5,500.0,False,10,430,18225.0
1175.0,175.0,825.0,350.0,False,10,432,15975.0
12.5,-987.5,12.5,750.0,True,4,135,6425.0
-25.0,-1025.0,-25.0,1150.0,True,1,29,2575.0
375.0,-625.0,375.0,650.0,False,10,429,14100.0
2562.5,1562.5,912.5,675.0,False,10,432,19250.0
625.0,-375.0,487.5,650.0,False,10,436,17150.0
2700.0,1700.0,637.5,700.0,False,10,426,21825.0
1037.5,37.5,237.5,775.0,False,10,439,21462.5
2425.0,1425.0,1000.0,750.0,False,10,430,19500.0
1687.5,687.5,700.0,900.0,False,10,431,19925.0
3262.5,2262.5,925.0,550.0,False,10,428,17612.5
-12.5,-1012.5,-12.5,925.0,True,10,411,15425.0
2200.0,1200.0,812.5,487.5,False,10,436,16762.5
2450.0,1450.0,975.0,425.0,False,10,421,18975.0
1550.0,550.0,837.5,350.0,False,10,435,13525.0
2637.5,1637.5,475.0,900.0,False,10,425,18900.0
-50.0,-1050.0,-50.0,575.0,True,2,85,3400.0
-12.5,-1012.5,-12.5,550.0,True,6,227,8125.0
1337.5,337.5,62.5,1200.0,False,10,424,20975.0
1025.0,25.0,950.0,450.0,False,10,434,13900.0
1175.0,175.0,587.5,650.0,False,10,430,16575.0
3187.5,2187.5,950.0,575.0,False,10,435,17925.0
862.5,-137.5,437.5,675.0,False,10,429,17925.0
-25.0,-1025.0,-25.0,1250.0,True,7,291,21950.0
3075.0,2075.0,1000.0,437.5,False,10,432,17125.0
1237.5,237.5,600.0,1075.0,False,10,429,19500.0
2987.5,1987.5,875.0,400.0,False,10,426,18987.5
0.0,-1000.0,0.0,700.0,True,5,201,6475.0
-125.0,-1125.0,-125.0,1375.0,True,5,209,10150.0
12.5,-987.5,12.5,900.0,True,6,239,9900.0
-275.0,-1275.0,-275.0,1175.0,True,8,340,11925.0
1462.5,462.5,275.0,450.0,False,10,436,18575.0
2737.5,1737.5,662.5,1050.0,False,10,436,25200.0
1100.0,100.0,975.0,950.0,False,10,426,24975.0
1137.5,137.5,650.0,450.0,False,10,429,13325.0
675.0,-325.0,600.0,1012.5,False,10,433,18525.0
-25.0,-1025.0,-25.0,725.0,True,9,387,12275.0
525.0,-475.0,200.0,1062.5,False,10,433,18250.0
1887.5,887.5,637.5,700.0,False,10,434,18700.0
-12.5,-1012.5,-12.5,525.0,True,7,272,9275.0
-87.5,-1087.5,-87.5,1050.0,True,5,174,8600.0
12.5,-987.5,12.5,425.0,True,8,321,9600.0
1700.0,700.0,512.5,950.0,False,10,433,18675.0
1300.0,300.0,987.5,775.0,False,10,431,20525.0
225.0,-775.0,125.0,900.0,False,10,436,21000.0
1050.0,50.0,450.0,625.0,False,10,427,17800.0
850.0,-150.0,512.5,687.5,False,10,435,15537.5
-75.0,-1075.0,-75.0,1325.0,True,1,40,3575.0
12.5,-987.5,12.5,975.0,True,9,392,15800.0
-50.0,-1050.0,-50.0,850.0,True,5,190,8875.0
-75.0,-1075.0,-75.0,950.0,True,7,289,11925.0
-25.0,-1025.0,-25.0,887.5,True,2,85,5025.0
462.5,-537.5,437.5,425.0,False,10,434,14300.0
-12.5,-1012.5,-12.5,1150.0,True,6,246,13225.0
1012.5,12.5,900.0,325.0,False,10,439,14000.0
1187.5,187.5,425.0,1125.0,False,10,425,25425.0
500.0,-500.0,287.5,675.0,False,10,434,16775.0
0.0,-1000.0,0.0,825.0,True,4,141,4725.0
162.5,-837.5,62.5,600.0,False,10,431,16562.5
487.5,-512.5,162.5,625.0,False,10,427,17375.0
2462.5,1462.5,862.5,700.0,False,10,430,22450.0
3250.0,2250.0,950.0,1050.0,False,10,431,23900.0
2750.0,1750.0,962.5,300.0,False,10,436,14925.0
12.5,-987.5,12.5,1125.0,True,7,286,17100.0
2462.5,1462.5,525.0,900.0,False,10,431,19650.0
512.5,-487.5,125.0,1050.0,False,10,429,20012.5
2937.5,1937.5,650.0,750.0,False,10,425,18625.0
-25.0,-1025.0,-25.0,1025.0,True,6,240,10975.0
962.5,-37.5,25.0,850.0,False,10,427,20425.0
-150.0,-1150.0,-150.0,1000.0,True,7,298,16925.0
0.0,-1000.0,0.0,487.5,True,3,120,5275.0
2175.0,1175.0,425.0,625.0,False,10,436,23475.0
3937.5,2937.5,975.0,750.0,False,10,428,22175.0
1487.5,487.5,825.0,675.0,False,10,429,17450.0
687.5,-312.5,525.0,325.0,False,10,424,13150.0
2025.0,1025.0,950.0,600.0,False,10,430,16125.0
775.0,-225.0,325.0,1162.5,False,10,429,14525.0
12.5,-987.5,12.5,1225.0,True,8,321,12725.0
2850.0,1850.0,850.0,625.0,False,10,430,16575.0
-12.5,-1012.5,-12.5,787.5,True,7,279,14512.5
-50.0,-1050.0,-50.0,950.0,True,7,301,11250.0
587.5,-412.5,587.5,1100.0,False,10,426,23937.5
1762.5,762.5,425.0,1075.0,False,10,435,16400.0
-62.5,-1062.5,-62.5,1000.0,True,9,373,15225.0
2475.0,1475.0,987.5,650.0,False,10,434,16950.0
275.0,-725.0,200.0,1000.0,False,10,433,16525.0
925.0,-75.0,200.0,1200.0,False,10,428,16925.0
-112.5,-1112.5,-112.5,900.0,True,4,155,5775.0
1187.5,187.5,737.5,800.0,False,10,426,16775.0
3362.5,2362.5,500.0,900.0,False,10,430,30812.5
2562.5,1562.5,800.0,550.0,False,10,431,20250.0
12.5,-987.5,12.5,712.5,True,5,187,6650.0
1862.5,862.5,262.5,1275.0,False,10,428,23200.0
1225.0,225.0,262.5,625.0,False,10,427,15600.0
1912.5,912.5,350.0,500.0,False,10,438,17050.0
-50.0,-1050.0,-50.0,725.0,True,3,127,5950.0
525.0,-475.0,87.5,850.0,False,10,431,19650.0
-75.0,-1075.0,-75.0,825.0,True,4,163,7525.0
12.5,-987.5,12.5,900.0,True,7,267,12087.5
0.0,-1000.0,0.0,562.5,True,3,104,5287.5
725.0,-275.0,275.0,600.0,False,10,440,16075.0
875.0,-125.0,750.0,587.5,False,10,435,17987.5
112.5,-887.5,75.0,700.0,False,10,432,16975.0
1800.0,800.0,337.5,875.0,False,10,434,20137.5
487.5,-512.5,225.0,700.0,False,10,433,16625.0
1062.5,62.5,825.0,1100.0,False,10,429,17700.0
1212.5,212.5,437.5,1400.0,False,10,426,24550.0
0.0,-1000.0,0.0,512.5,True,6,249,10000.0
3937.5,2937.5,250.0,1050.0,False,10,433,24875.0
2612.5,1612.5,1000.0,612.5,False,10,437,16575.0
12.5,-987.5,12.5,950.0,True,4,153,5425.0
2900.0,1900.0,900.0,375.0,False,10,427,19125.0
3100.0,2100.0,912.5,850.0,False,10,428,20575.0
1312.5,312.5,737.5,725.0,False,10,434,21262.5
800.0,-200.0,637.5,500.0,False,10,428,15925.0
875.0,-125.0,500.0,1000.0,False,10,430,19275.0
0.0,-1000.0,0.0,950.0,True,7,297,13150.0
1187.5,187.5,725.0,562.5,False,10,438,17950.0
2262.5,1262.5,75.0,875.0,False,10,424,19050.0
-87.5,-1087.5,-87.5,1250.0,True,9,374,16075.0
2775.0,1775.0,712.5,1025.0,False,10,431,23712.5
-25.0,-1025.0,-25.0,550.0,True,5,193,6650.0
1537.5,537.5,225.0,950.0,False,10,428,18550.0
1425.0,425.0,337.5,875.0,False,10,433,19975.0
1150.0,150.0,25.0,650.0,False,10,431,21325.0
1325.0,325.0,525.0,787.5,False,10,438,15525.0
0.0,-1000.0,0.0,925.0,True,2,56,3850.0
4375.0,3375.0,975.0,750.0,False,10,427,22300.0
2562.5,1562.5,487.5,1200.0,False,10,427,23875.0
1462.5,462.5,925.0,637.5,False,10,432,15225.0
2450.0,1450.0,737.5,725.0,False,10,430,23537.5
2137.5,1137.5,962.5,900.0,False,10,431,21875.0
0.0,-1000.0,0.0,625.0,True,5,204,10875.0
12.5,-987.5,12.5,1025.0,True,5,202,8075.0
1987.5,987.5,500.0,550.0,False,10,427,18775.0
-62.5,-1062.5,-62.5,675.0,True,5,196,6400.0
2162.5,1162.5,1000.0,525.0,False,10,432,20200.0
-25.0,-1025.0,-25.0,950.0,True,9,378,14637.5
1050.0,50.0,462.5,1275.0,False,10,426,21150.0
2012.5,1012.5,700.0,437.5,False,10,431,15500.0
12.5,-987.5,12.5,1100.0,True,7,289,16450.0
1925.0,925.0,500.0,500.0,False,10,430,18325.0
600.0,-400.0,562.5,725.0,False,10,440,18050.0
650.0,-350.0,62.5,1450.0,False,10,428,20350.0
0.0,-1000.0,0.0,737.5,True,3,108,3562.5
1962.5,962.5,900.0,750.0,False,10,434,19300.0
3600.0,2600.0,1000.0,400.0,False,10,424,18675.0
837.5,-162.5,400.0,1000.0,False,10,430,16187.5
2250.0,1250.0,387.5,800.0,False,10,430,23475.0
187.5,-812.5,25.0,750.0,False,10,427,20550.0
-75.0,-1075.0,-75.0,1100.0,True,1,35,3125.0
425.0,-575.0,400.0,425.0,False,10,434,13875.0
-12.5,-1012.5,-12.5,1500.0,True,4,169,12325.0
2925.0,1925.0,587.5,525.0,False,10,432,16825.0
1287.5,287.5,62.5,762.5,False,10,431,16425.0
825.0,-175.0,75.0,700.0,False,10,436,24900.0
987.5,-12.5,412.5,612.5,False,10,437,15712.5
975.0,-25.0,337.5,1000.0,False,10,428,23975.0
2300.0,1300.0,762.5,325.0,False,10,424,16200.0
1700.0,700.0,650.0,450.0,False,10,432,15450.0
0.0,-1000.0,0.0,575.0,True,8,333,15525.0
1175.0,175.0,150.0,950.0,False,10,429,24300.0
1212.5,212.5,112.5,1075.0,False,10,434,24350.0
-37.5,-1037.5,-37.5,1675.0,True,5,208,10600.0
2587.5,1587.5,937.5,1075.0,False,10,438,16550.0
0.0,-1000.0,0.0,787.5,True,3,96,4725.0
2000.0,1000.0,137.5,600.0,False,10,432,20350.0
1912.5,912.5,750.0,1025.0,False,10,431,25900.0
12.5,-987.5,12.5,362.5,True,5,196,5525.0
1212.5,212.5,387.5,975.0,False,10,428,22375.0
-37.5,-1037.5,-37.5,1250.0,True,2,73,4375.0
-37.5,-1037.5,-37.5,1225.0,True,3,127,6100.0
12.5,-987.5,12.5,900.0,True,5,190,7475.0
350.0,-650.0,350.0,950.0,False,10,433,21225.0
1775.0,775.0,950.0,900.0,False,10,433,17425.0
12.5,-987.5,12.5,750.0,True,8,338,12875.0
487.5,-512.5,212.5,950.0,False,10,434,20100.0
850.0,-150.0,475.0,750.0,False,10,433,17850.0
-50.0,-1050.0,-50.0,850.0,True,9,374,15100.0
800.0,-200.0,575.0,1200.0,False,10,431,24225.0
562.5,-437.5,462.5,600.0,False,10,435,19200.0
1787.5,787.5,737.5,1400.0,False,10,432,18725.0
1550.0,550.0,487.5,550.0,False,10,430,18000.0
-100.0,-1100.0,-100.0,1000.0,True,9,375,15300.0
1762.5,762.5,900.0,375.0,False,10,435,17700.0
2112.5,1112.5,625.0,500.0,False,10,429,20775.0
2287.5,1287.5,887.5,550.0,False,10,432,16350.0
12.5,-987.5,12.5,925.0,True,3,116,7850.0
1687.5,687.5,375.0,625.0,False,10,433,16900.0
1950.0,950.0,900.0,1350.0,False,10,426,21525.0
2650.0,1650.0,837.5,325.0,False,10,430,15125.0
1625.0,625.0,825.0,600.0,False,10,432,19475.0
937.5,-62.5,387.5,1075.0,False,10,429,17625.0
1737.5,737.5,587.5,875.0,False,10,433,19487.5
-62.5,-1062.5,-62.5,475.0,True,8,299,10850.0
2212.5,1212.5,437.5,1000.0,False,10,431,18950.0
-12.5,-1012.5,-12.5,625.0,True,7,289,12100.0
-12.5,-1012.5,-12.5,650.0,True,4,158,5750.0
1362.5,362.5,325.0,1550.0,False,10,430,23450.0
2675.0,1675.0,837.5,575.0,False,10,425,23350.0
850.0,-150.0,287.5,1062.5,False,10,433,24525.0
0.0,-1000.0,0.0,675.0,True,7,270,12200.0
-50.0,-1050.0,-50.0,1175.0,True,1,35,3950.0
1975.0,975.0,375.0,550.0,False,10,433,16150.0
-25.0,-1025.0,-25.0,1150.0,True,4,173,7800.0
-25.0,-1025.0,-25.0,1025.0,True,2,77,5412.5
1625.0,625.0,250.0,400.0,False,10,422,16300.0
1262.5,262.5,437.5,1162.5,False,10,430,22137.5
-200.0,-1200.0,-200.0,750.0,True,8,340,15500.0
-50.0,-1050.0,-50.0,1025.0,True,2,77,4975.0
2950.0,1950.0,812.5,450.0,False,10,426,17850.0
-25.0,-1025.0,-25.0,725.0,True,4,161,10050.0
850.0,-150.0,800.0,725.0,False,10,434,19687.5
-25.0,-1025.0,-25.0,550.0,True,7,273,14200.0
-12.5,-1012.5,-12.5,1700.0,True,3,117,7250.0
3575.0,2575.0,850.0,400.0,False,10,432,19275.0
725.0,-275.0,437.5,512.5,False,10,433,14775.0
687.5,-312.5,475.0,850.0,False,10,431,16975.0
737.5,-262.5,537.5,1475.0,False,10,429,22525.0
12.5,-987.5,12.5,850.0,True,4,148,5975.0
2250.0,1250.0,787.5,450.0,False,10,432,16675.0
475.0,-525.0,450.0,800.0,False,10,435,16387.5
1300.0,300.0,550.0,875.0,False,10,434,16750.0
-37.5,-1037.5,-37.5,400.0,True,10,409,12750.0
912.5,-87.5,775.0,512.5,False,10,430,16475.0
-50.0,-1050.0,-50.0,850.0,True,2,79,4975.0
12.5,-987.5,12.5,1150.0,True,6,250,11400.0
0.0,-1000.0,0.0,1000.0,True,5,205,9150.0
812.5,-187.5,150.0,825.0,False,10,432,20075.0
1225.0,225.0,887.5,1350.0,False,10,433,23475.0
187.5,-812.5,162.5,1525.0,False,10,432,18850.0
1487.5,487.5,662.5,375.0,False,10,433,15775.0
0.0,-1000.0,0.0,650.0,True,6,220,9400.0
1737.5,737.5,762.5,575.0,False,10,433,18175.0
325.0,-675.0,75.0,1050.0,False,10,426,22700.0
500.0,-500.0,425.0,512.5,False,10,435,16025.0
12.5,-987.5,12.5,925.0,True,4,153,5375.0
3812.5,2812.5,800.0,537.5,False,10,424,20850.0
3162.5,2162.5,925.0,275.0,False,10,437,16150.0
-25.0,-1025.0,-25.0,600.0,True,5,203,8550.0
3675.0,2675.0,1000.0,750.0,False,10,428,19200.0
3275.0,2275.0,1000.0,1300.0,False,10,424,26725.0
1425.0,425.0,275.0,825.0,False,10,436,17275.0
100.0,-900.0,100.0,1112.5,False,10,427,16975.0
2387.5,1387.5,575.0,437.5,False,10,425,18175.0
787.5,-212.5,175.0,937.5,False,10,427,17700.0
37.5,-962.5,37.5,1075.0,False,10,429,16325.0
2037.5,1037.5,487.5,650.0,False,10,432,17237.5
500.0,-500.0,362.5,900.0,False,10,436,18475.0
1975.0,975.0,512.5,825.0,False,10,435,21825.0
12.5,-987.5,12.5,725.0,True,3,120,4075.0
-137.5,-1137.5,-137.5,1100.0,True,9,385,18875.0
1875.0,875.0,775.0,900.0,False,10,430,25175.0
1337.5,337.5,400.0,600.0,False,10,427,15175.0
-12.5,-1012.5,-12.5,575.0,True,6,233,9125.0
987.5,-12.5,100.0,775.0,False,10,429,15400.0
2875.0,1875.0,612.5,1400.0,False,10,427,23425.0
687.5,-312.5,162.5,987.5,False,10,434,17450.0
1775.0,775.0,662.5,450.0,False,10,433,18562.5
2725.0,1725.0,812.5,500.0,False,10,432,19925.0
1687.5,687.5,487.5,900.0,False,10,428,18687.5
-12.5,-1012.5,-12.5,875.0,True,5,194,7512.5
0.0,-1000.0,0.0,387.5,True,4,157,4675.0
0.0,-1000.0,0.0,687.5,True,4,145,4950.0
2050.0,1050.0,375.0,1075.0,False,10,423,19025.0
1400.0,400.0,125.0,600.0,False,10,429,18700.0
-87.5,-1087.5,-87.5,725.0,True,4,163,6300.0
737.5,-262.5,362.5,625.0,False,10,430,16375.0
2412.5,1412.5,775.0,825.0,False,10,432,18075.0
0.0,-1000.0,0.0,650.0,True,3,129,6375.0
2212.5,1212.5,787.5,600.0,False,10,426,21225.0
4487.5,3487.5,575.0,450.0,False,10,428,20487.5
950.0,-50.0,475.0,1162.5,False,10,429,16975.0
12.5,-987.5,12.5,875.0,True,6,242,10137.5
-125.0,-1125.0,-125.0,1325.0,True,9,387,17750.0
1550.0,550.0,800.0,650.0,False,10,428,16075.0
1475.0,475.0,1000.0,500.0,False,10,424,13400.0
775.0,-225.0,287.5,412.5,False,10,431,13825.0
-50.0,-1050.0,-50.0,1000.0,True,7,284,13300.0
12.5,-987.5,12.5,1325.0,True,2,62,3700.0
12.5,-987.5,12.5,1275.0,True,7,283,19250.0
737.5,-262.5,487.5,1025.0,False,10,428,16725.0
-175.0,-1175.0,-175.0,775.0,True,4,166,12650.0
0.0,-1000.0,0.0,400.0,True,8,304,9825.0
1012.5,12.5,287.5,950.0,False,10,424,19837.5
1675.0,675.0,600.0,600.0,False,10,430,17500.0
12.5,-987.5,12.5,975.0,True,6,248,14050.0
-25.0,-1025.0,-25.0,825.0,True,5,198,8375.0
1587.5,587.5,675.0,1400.0,False,10,431,19250.0
3250.0,2250.0,675.0,650.0,False,10,427,24775.0
1837.5,837.5,237.5,1075.0,False,10,430,19712.5
2550.0,1550.0,862.5,800.0,False,10,430,19575.0
12.5,-987.5,12.5,612.5,True,5,216,9175.0
1000.0,0.0,250.0,500.0,False,10,430,15775.0
12.5,-987.5,12.5,650.0,True,5,201,8075.0
-50.0,-1050.0,-50.0,1225.0,True,3,129,6375.0
450.0,-550.0,225.0,800.0,False,10,436,21375.0
-50.0,-1050.0,-50.0,1050.0,True,1,26,2600.0
-12.5,-1012.5,-12.5,712.5,True,10,417,14550.0
-25.0,-1025.0,-25.0,500.0,True,4,149,8700.0
0.0,-1000.0,0.0,737.5,True,6,214,7800.0
400.0,-600.0,112.5,750.0,False,10,425,17000.0
1900.0,900.0,800.0,450.0,False,10,428,22012.5
-50.0,-1050.0,-50.0,1000.0,True,9,373,16137.5
737.5,-262.5,675.0,987.5,False,10,435,22800.0
1137.5,137.5,200.0,1725.0,False,10,432,24112.5
0.0,-1000.0,0.0,1175.0,True,6,242,8550.0
1700.0,700.0,925.0,562.5,False,10,433,15412.5
0.0,-1000.0,0.0,550.0,True,7,293,9325.0
12.5,-987.5,12.5,700.0,True,5,193,6975.0
2862.5,1862.5,975.0,800.0,False,10,430,19075.0
675.0,-325.0,37.5,875.0,False,10,422,20312.5
3462.5,2462.5,562.5,450.0,False,10,431,18675.0
-37.5,-1037.5,-37.5,975.0,True,3,129,6975.0
-12.5,-1012.5,-12.5,525.0,True,8,311,10312.5
-12.5,-1012.5,-12.5,450.0,True,10,409,15025.0
3412.5,2412.5,900.0,850.0,False,10,426,22125.0
3412.5,2412.5,987.5,600.0,False,10,431,17450.0
-37.5,-1037.5,-37.5,950.0,True,7,302,17925.0
2437.5,1437.5,912.5,550.0,False,10,429,19575.0
337.5,-662.5,62.5,600.0,False,10,430,15250.0
-12.5,-1012.5,-12.5,912.5,True,7,296,10800.0
-25.0,-1025.0,-25.0,512.5,True,6,220,8475.0
-62.5,-1062.5,-62.5,1075.0,True,1,37,3650.0
1250.0,250.0,462.5,987.5,False,10,421,20087.5
1775.0,775.0,712.5,625.0,False,10,437,17050.0
-212.5,-1212.5,-212.5,1100.0,True,6,250,7925.0
0.0,-1000.0,0.0,800.0,False,10,433,25000.0
625.0,-375.0,200.0,1175.0,False,10,434,17000.0
337.5,-662.5,312.5,400.0,False,10,430,13787.5
2125.0,1125.0,1000.0,450.0,False,10,432,15375.0
-37.5,-1037.5,-37.5,537.5,True,6,222,7175.0
1375.0,375.0,312.5,1612.5,False,10,434,23725.0
2650.0,1650.0,750.0,625.0,False,10,433,18550.0
12.5,-987.5,12.5,1775.0,True,9,377,17937.5
450.0,-550.0,450.0,462.5,False,10,431,13900.0
587.5,-412.5,587.5,1175.0,False,10,430,24350.0
987.5,-12.5,575.0,512.5,False,10,430,18275.0
2112.5,1112.5,437.5,675.0,False,10,433,20775.0
1637.5,637.5,287.5,925.0,False,10,431,22975.0
1337.5,337.5,350.0,637.5,False,10,431,21900.0
12.5,-987.5,12.5,625.0,True,9,371,14550.0
3787.5,2787.5,962.5,387.5,False,10,430,18100.0
2237.5,1237.5,325.0,850.0,False,10,430,23325.0
2662.5,1662.5,925.0,512.5,False,10,425,17450.0
962.5,-37.5,850.0,1837.5,False,10,430,25162.5
12.5,-987.5,12.5,800.0,True,3,115,4800.0
-25.0,-1025.0,-25.0,962.5,True,6,253,9575.0
575.0,-425.0,87.5,862.5,False,10,425,15100.0
3762.5,2762.5,825.0,650.0,False,10,423,20000.0
2475.0,1475.0,487.5,1200.0,False,10,438,21625.0
1150.0,150.0,887.5,387.5,False,10,433,14000.0
812.5,-187.5,812.5,375.0,False,10,435,15750.0
2050.0,1050.0,462.5,475.0,False,10,433,15975.0
1487.5,487.5,575.0,375.0,False,10,428,14150.0
1212.5,212.5,537.5,725.0,False,10,426,16325.0
-25.0,-1025.0,-25.0,1325.0,True,4,160,9100.0
1637.5,637.5,237.5,700.0,False,10,430,21175.0
600.0,-400.0,475.0,512.5,False,10,432,16700.0
900.0,-100.0,500.0,1125.0,False,10,430,19287.5
2312.5,1312.5,312.5,600.0,False,10,426,18675.0
12.5,-987.5,12.5,775.0,True,4,172,7550.0
0.0,-1000.0,0.0,362.5,True,6,242,7900.0
2437.5,1437.5,500.0,862.5,False,10,432,21475.0
2525.0,1525.0,712.5,450.0,False,10,429,19925.0
575.0,-425.0,500.0,1300.0,False,10,431,17237.5
1837.5,837.5,662.5,850.0,False,10,429,19100.0
12.5,-987.5,12.5,675.0,True,3,92,3000.0
1262.5,262.5,162.5,675.0,False,10,428,19925.0
1900.0,900.0,512.5,775.0,False,10,431,16300.0
2137.5,1137.5,775.0,375.0,False,10,427,15875.0
1212.5,212.5,825.0,1125.0,False,10,431,20075.0
-25.0,-1025.0,-25.0,587.5,True,4,162,6000.0
1062.5,62.5,675.0,462.5,False,10,434,15325.0
1925.0,925.0,725.0,1200.0,False,10,425,23050.0
675.0,-325.0,250.0,637.5,False,10,433,15500.0
-125.0,-1125.0,-125.0,1100.0,True,7,256,16175.0
2362.5,1362.5,975.0,450.0,False,10,435,16325.0
1612.5,612.5,937.5,512.5,False,10,433,20150.0
3737.5,2737.5,800.0,500.0,False,10,432,20412.5
12.5,-987.5,12.5,1450.0,True,7,284,12300.0
-25.0,-1025.0,-25.0,1000.0,True,9,384,17350.0
12.5,-987.5,12.5,1450.0,True,10,414,22112.5
-87.5,-1087.5,-87.5,750.0,True,2,82,3925.0
1400.0,400.0,437.5,575.0,False,10,433,14825.0
2287.5,1287.5,187.5,625.0,False,10,429,17325.0
-162.5,-1162.5,-162.5,1125.0,True,3,122,6825.0
800.0,-200.0,650.0,600.0,False,10,429,18587.5
1012.5,12.5,487.5,575.0,False,10,430,14825.0
837.5,-162.5,212.5,900.0,False,10,431,22950.0
-25.0,-1025.0,-25.0,1050.0,True,1,28,2750.0
12.5,-987.5,12.5,675.0,True,9,376,12737.5
0.0,-1000.0,0.0,712.5,True,9,356,13975.0
1700.0,700.0,62.5,1400.0,False,10,428,25850.0
1212.5,212.5,375.0,1575.0,False,10,425,18125.0
2137.5,1137.5,662.5,475.0,False,10,435,17225.0
2300.0,1300.0,975.0,425.0,False,10,434,17437.5
2262.5,1262.5,875.0,1387.5,False,10,435,21475.0
887.5,-112.5,50.0,725.0,False,10,435,20412.5
1300.0,300.0,937.5,775.0,False,10,432,18775.0
2187.5,1187.5,762.5,475.0,False,10,427,17675.0
2587.5,1587.5,512.5,925.0,False,10,424,20175.0
-50.0,-1050.0,-50.0,650.0,True,3,109,5875.0
1300.0,300.0,825.0,325.0,False,10,428,13475.0
712.5,-287.5,537.5,750.0,False,10,431,19100.0
1312.5,312.5,850.0,750.0,False,10,425,17625.0
1300.0,300.0,312.5,450.0,False,10,438,15225.0
